"","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
"CFAP210",17,18,18,29
"PHOSPHO2",56,76,52,49
"KLHL23",2,0,0,1
"SSB",2681,3628,2797,2622
"METTL5",819,1199,1082,930
"UBR3",2079,2772,1919,2018
"MYO3B",10,8,10,3
"ERICH2-DT",2,2,1,1
"LINC01124",2,5,2,1
"SP5",6,8,15,11
"ERICH2",145,183,174,153
"GAD1",336,418,349,357
"GORASP2",5822,7768,5561,5675
"TLK1",2417,3002,2071,2241
"METTL8",1002,1191,932,921
"DCAF17",774,920,660,760
"CYBRD1",137,139,162,129
"DYNC1I2",3564,5129,3539,3727
"SLC25A12",1051,1429,1053,1057
"HAT1",2017,2788,2094,2045
"METAP1D",449,531,459,450
"DLX1",29,37,18,15
"DLX2",155,159,110,84
"DLX2-DT",10,4,9,4
"ITGA6",1237,1682,1107,1188
"PDK1",449,540,407,392
"RAPGEF4-AS1",0,1,0,2
"RAPGEF4",26,39,30,37
"MAP3K20",833,986,801,751
"MAP3K20-AS1",14,23,14,15
"CDCA7",883,959,1039,890
"SP3",3070,3933,2887,2860
"LINC01960",2,1,1,0
"OLA1",3596,5226,3762,3932
"CIR1",1081,1657,1354,1202
"SCRN3",942,1170,915,965
"GPR155",184,176,158,163
"WIPF1",16,22,10,27
"CHN1",328,470,316,358
"ATF2",1330,1709,1206,1481
"MIR933",1,0,0,0
"ATP5MC3",7468,10932,8150,8172
"LNPK",1609,2097,1493,1681
"HOXD13",1,1,2,3
"HOXD12",0,2,1,3
"HOXD11",1,0,1,0
"HOXD10",2,0,0,0
"HOXD3",1,0,0,0
"HOXD4",1,0,1,0
"HAGLR",44,58,54,52
"HOXD1",4,6,19,11
"MTX2",1533,2021,1654,1446
"LINC01117",1,0,4,2
"HNRNPA3",10364,12755,10112,10906
"NFE2L2",3152,4030,2720,2768
"AGPS",843,1133,853,893
"TTC30B",429,485,430,415
"TTC30A",463,475,374,408
"PDE11A",56,84,38,35
"RBM45",481,651,466,488
"OSBPL6",267,361,266,305
"CHROMR",145,176,148,126
"PRKRA",911,1101,959,882
"PJVK",79,88,107,86
"FKBP7",19,13,16,9
"PLEKHA3",447,490,350,405
"TTN-AS1",0,1,0,0
"TTN",11,21,12,12
"SESTD1",992,1189,905,931
"ZNF385B",8,11,4,9
"CWC22",946,1143,990,924
"SCHLAP1",0,0,1,0
"UBE2E3",1134,1542,1031,1128
"CERKL",3,2,3,1
"ITPRID2",2559,3137,2048,2374
"PPP1R1C",2,3,5,0
"PDE1A",14,12,13,7
"DNAJC10",5378,7625,4638,5424
"FRZB",7,11,6,6
"NCKAP1",10486,12874,8641,9710
"DUSP19",99,115,130,109
"NUP35",545,731,607,548
"ZNF804A",2,4,5,2
"FSIP2-AS2",0,0,8,3
"FSIP2",102,165,80,138
"ZC3H15",2929,4137,3019,3072
"ITGAV",3361,4171,2694,3188
"FAM171B",157,169,119,103
"CALCRL",4,6,2,3
"TFPI",21,23,10,15
"GULP1",442,515,403,388
"COL3A1",5,1,17,8
"COL5A2",174,185,165,176
"WDR75",1612,1953,1558,1629
"SLC40A1",3596,4816,3080,3633
"ASNSD1",1132,1392,1092,1098
"ANKAR",35,39,17,18
"OSGEPL1",280,363,313,289
"ORMDL1",1553,1895,1723,1734
"PMS1",591,763,656,645
"C2orf88",22,22,16,24
"MSTN",23,23,28,24
"HIBCH",706,1085,705,752
"INPP1",146,195,114,136
"MFSD6",3214,4078,2594,2613
"NEMP2",245,339,234,226
"NAB1",782,896,749,814
"GLS",2458,3437,2147,2662
"STAT1",12806,8563,9340,9525
"STAT4",11,8,8,5
"MYO1B",1539,2348,1364,1493
"NABP1",332,452,365,364
"CAVIN2",2,1,0,1
"PCGEM1",1,1,1,0
"SLC39A10",1001,1112,804,865
"DNAH7",52,51,45,43
"STK17B",364,416,317,377
"HECW2",222,310,230,244
"HECW2-AS1",2,0,0,0
"CCDC150",240,371,315,298
"GTF3C3",2562,3203,2418,2388
"C2orf66",22,25,30,14
"PGAP1",402,404,329,382
"ANKRD44",91,110,75,72
"SF3B1",15313,19149,14371,14823
"COQ10B",1688,2303,1665,1651
"HSPD1",25270,37410,25868,26837
"HSPE1",1594,2336,2052,2026
"MOB4",2,2,0,1
"RFTN2",11,12,10,7
"MARS2",551,663,472,505
"BOLL",0,0,2,0
"PLCL1",24,36,28,30
"SATB2",718,766,701,667
"SATB2-AS1",6,13,10,6
"FTCDNL1",36,63,65,52
"C2orf69",364,441,366,411
"TYW5",583,716,606,599
"MAIP1",684,996,855,597
"SPATS2L",266,330,274,214
"KCTD18",1045,1369,1137,1019
"SGO2",779,1025,704,869
"AOX1",24,30,20,17
"BZW1-AS1",0,0,3,0
"BZW1",4201,5853,3853,4027
"CLK1",2443,3010,2572,2640
"PPIL3",553,762,679,603
"NIF3L1",1382,1835,1540,1437
"ORC2",1239,1628,1237,1248
"HYCC2",949,1108,827,971
"NDUFB3",1199,1861,1444,1352
"CFLAR",3223,3878,3138,3203
"CFLAR-AS1",12,17,13,10
"CASP10",67,87,59,48
"CASP8",801,992,807,779
"FLACC1",52,44,48,44
"TRAK2",4259,5318,4045,4151
"STRADB",847,1006,785,860
"C2CD6",6,11,7,8
"TMEM237",678,942,639,665
"MPP4",14,9,10,15
"ALS2",1429,1617,1272,1290
"CDK15",0,0,1,0
"FZD7",139,196,133,99
"KIAA2012",3,7,5,0
"SUMO1",3898,5416,4503,4362
"NOP58",4564,5807,4955,4677
"SNORD70",0,0,2,2
"SNORD11",9,5,4,5
"BMPR2",2648,2843,2063,2265
"FAM117B",264,319,254,267
"ICA1L",233,347,229,259
"WDR12",767,1123,807,883
"CARF",407,404,385,398
"NBEAL1",746,741,550,668
"CYP20A1",393,504,417,421
"ABI2",3269,3781,3089,3157
"RAPH1",3145,3606,2850,2825
"CD28",0,2,0,0
"CTLA4",0,0,2,0
"ICOS",0,0,0,1
"PARD3B",309,309,239,223
"NRP2",0,0,2,2
"INO80D",973,1088,942,919
"NDUFS1",4138,5653,3632,3916
"EEF1B2",5940,9276,6861,6296
"SNORA41",10,24,17,24
"CMKLR2",1,1,0,0
"ZDBF2",435,519,367,440
"ADAM23",11,7,8,3
"MDH1B",90,131,101,125
"FASTKD2",2267,2713,1973,2258
"CPO",30,13,26,24
"KLF7",1842,2443,1752,1900
"CREB1",1441,1735,1286,1468
"METTL21A",293,344,313,283
"CCNYL1",441,531,370,421
"FZD5",263,302,246,232
"PLEKHM3",176,251,147,181
"CRYGC",0,1,0,0
"IDH1",5476,8287,4869,5137
"IDH1-AS1",12,15,26,17
"PIKFYVE",1668,1818,1379,1512
"PTH2R",2,0,2,0
"MAP2",329,408,229,287
"UNC80",0,1,3,5
"RPE",1824,2365,1702,1841
"KANSL1L",132,148,112,168
"ACADL",0,1,0,0
"LANCL1",2269,2714,1885,2155
"CPS1",199,204,158,169
"ERBB4",368,482,327,317
"IKZF2",806,842,664,750
"SPAG16",342,409,426,333
"VWC2L",1,0,0,0
"BARD1",1053,1208,1158,1076
"ABCA12",14871,22134,12358,15112
"ATIC",9101,12352,9222,8921
"FN1",309,332,310,272
"LINC00607",25,14,22,12
"MREG",1446,1836,1403,1231
"PECR",569,858,746,609
"TMEM169",34,37,17,44
"XRCC5",12372,16635,12416,12493
"LINC01963",540,761,504,493
"MARCHF4",0,0,0,1
"SMARCAL1",1190,1650,1149,1096
"RPL37A",14921,22498,17845,16833
"IGFBP2",15262,21432,17922,12735
"IGFBP5",95121,119483,95535,88891
"TNS1",3224,4652,3052,3602
"MIR6809",1,3,3,3
"RUFY4",9,4,7,3
"CXCR2",0,0,1,1
"CXCR1",2,4,1,1
"ARPC2",6699,9013,6552,6494
"GPBAR1",15,20,5,17
"AAMP",8280,10973,8141,7232
"PNKD",2408,3052,2375,2208
"TMBIM1",7024,9748,6366,6504
"MIR6513",0,2,0,2
"MIR6810",1,1,2,3
"CATIP",2,7,7,3
"CATIP-AS1",13,15,16,28
"SLC11A1",17,17,21,12
"CTDSP1",3621,4365,3888,3266
"MIR26B",1,1,0,0
"VIL1",4,6,1,2
"USP37",1251,1493,1193,1181
"CNOT9",3067,3960,3197,3090
"PLCD4",413,523,403,394
"ZNF142",1863,2126,1826,1706
"BCS1L",1344,1788,1423,1438
"RNF25",877,1155,847,804
"STK36",2603,3121,2682,2642
"TTLL4",1164,1534,1097,1084
"CYP27A1",29,33,22,29
"WNT6",21,22,30,11
"WNT10A",1,1,5,1
"CDK5R2",18,24,22,12
"CRYBA2",3,10,10,14
"CFAP65",23,40,42,17
"IHH",0,0,2,0
"NHEJ1",386,574,434,406
"SLC23A3",195,231,215,216
"CNPPD1",3607,5099,3236,3149
"RETREG2",5637,7297,5315,5324
"ZFAND2B",1063,1446,1193,1036
"ABCB6",5133,6807,5163,4812
"ATG9A",4891,6205,4622,4323
"ANKZF1",2538,3221,2776,2649
"GLB1L",325,467,326,340
"STK16",1366,1953,1436,1274
"TUBA4A",6261,8565,5830,6164
"TUBA4B",2,3,1,5
"DNAJB2",4899,6877,4776,4371
"PTPRN",6,4,4,3
"RESP18",0,0,3,0
"DNPEP",6068,7150,5682,5031
"DES",2,0,0,0
"SPEG",400,441,508,313
"SPEGNB",24,19,26,17
"GMPPA",2637,3474,2843,2510
"ASIC4",2,8,1,8
"CHPF",5850,6429,7431,3696
"TMEM198",433,495,437,350
"MIR3132",1,2,1,1
"OBSL1",5640,6048,6100,4031
"INHA",235,268,338,211
"STK11IP",2045,2526,1867,1715
"SLC4A3",1051,1244,1058,817
"EPHA4",163,165,157,157
"PAX3",5,3,6,5
"SGPP2",223,280,285,249
"FARSB",2648,3656,2601,2798
"MOGAT1",2,1,0,0
"ACSL3",12853,17402,11042,12130
"KCNE4",96,108,138,80
"SCG2",33,40,44,34
"AP1S3",905,1037,967,857
"WDFY1",1624,1955,1354,1437
"MRPL44",1375,1826,1528,1333
"SERPINE2",62,81,40,67
"FAM124B",5,3,5,3
"CUL3",5219,6703,4881,5105
"DOCK10",167,184,164,141
"NYAP2",2,0,0,4
"IRS1",2690,3083,2448,2166
"RHBDD1",891,1151,835,823
"COL4A4",27,20,17,23
"COL4A3",32,38,38,35
"MFF",2073,2828,2268,2148
"TM4SF20",4,1,2,3
"AGFG1",3139,3938,2710,2939
"SLC19A3",26,18,12,12
"CCL20",2,2,6,3
"PID1",101,108,68,66
"DNER",99,163,84,115
"TRIP12",11022,13152,9230,10092
"FBXO36",285,378,276,308
"SLC16A14",974,1136,840,874
"SP110",4342,3843,4105,4043
"SP140",37,30,21,31
"SP140L",345,242,277,256
"SP100",2537,2169,2475,2222
"LINC01907",4,7,7,4
"CAB39",4350,5317,3910,4029
"ITM2C",982,1382,1000,889
"GPR55",1,0,0,1
"SPATA3-AS1",7,12,8,5
"C2orf72",1975,2175,1777,1711
"PSMD1",5522,7840,5217,5388
"HTR2B",21,30,15,18
"ARMC9",1356,1529,1366,1252
"MIR4777",0,2,1,0
"B3GNT7",86,130,93,80
"NCL",29881,39037,29092,28190
"SNORA75",17,35,24,26
"SNORD20",24,46,16,20
"SNORD82",0,2,5,0
"LINC00471",22,27,24,15
"NMUR1",0,3,0,0
"TEX44",0,0,3,0
"PTMA",16250,21714,23528,17029
"PDE6D",866,1147,975,890
"COPS7B",2132,2759,2211,2089
"NPPC",0,1,1,0
"DIS3L2",958,1249,943,911
"ALPP",5,10,1,6
"ECEL1P2",1,0,0,0
"ALPG",5,5,3,5
"ECEL1",173,292,232,195
"PRSS56",2,1,1,1
"CHRND",5,7,5,3
"CHRNG",5,11,17,12
"TIGD1",225,283,292,263
"EIF4E2",3465,4917,3880,3478
"EFHD1",10835,16421,11523,12464
"GIGYF2",4385,5673,4107,4134
"KCNJ13",10,15,6,10
"SNORC",28,24,36,19
"NGEF",329,455,345,312
"INPP5D",98,146,107,78
"ATG16L1",3253,4213,3251,3024
"SCARNA5",8,4,2,7
"SCARNA6",20,16,22,31
"SAG",0,3,2,1
"DGKD",3158,3663,3234,2656
"USP40",3651,4489,3596,3416
"UGT1A6",3,1,0,3
"UGT1A3",0,0,1,0
"UGT1A1",1,0,0,0
"MROH2A",10,11,3,9
"HJURP",2705,3434,3082,2699
"TRPM8",2,3,0,1
"ARL4C",404,509,354,419
"SH3BP4",12627,15486,11618,11068
"AGAP1",3725,4799,3583,3152
"GBX2",2,1,2,0
"ASB18",0,0,0,1
"IQCA1",1,1,1,1
"ACKR3",660,726,591,620
"COPS8",1879,2727,1989,1887
"COL6A3",16,33,18,10
"MLPH",46321,61622,50878,47894
"MIR6811",0,1,0,3
"PRLH",33,51,35,19
"RAB17",2447,3332,2591,2219
"LRRFIP1",7286,9885,7749,7067
"RBM44",64,68,58,66
"RAMP1",243,237,500,143
"UBE2F",1260,1706,1289,1272
"SCLY",0,0,1,0
"ESPNL",2,1,2,2
"KLHL30",17,45,26,21
"ERFE",260,315,273,235
"ILKAP",977,1347,1188,948
"HES6",2244,2737,3125,1776
"PER2",1955,1933,1977,1556
"TRAF3IP1",1137,1426,1093,1161
"ASB1",1442,1938,1306,1224
"TWIST2",6,10,4,4
"HDAC4",366,412,355,256
"MIR4441",0,0,0,1
"MIR4786",4,4,0,1
"NDUFA10",5791,7798,6807,5846
"OR6B2",0,1,0,0
"OR6B3",0,0,0,1
"COPS9",2152,2968,3210,1973
"OTOS",0,0,0,1
"GPC1",4282,4839,5588,2884
"GPC1-AS1",1274,1828,1553,1508
"MIR149",7,3,7,2
"ANKMY1",738,935,791,702
"DUSP28",114,187,126,136
"RNPEPL1",7359,8566,8583,5300
"CAPN10",1056,1235,1214,781
"GPR35",165,172,205,145
"KIF1A",8114,10271,8167,6303
"AGXT",72,83,93,57
"MAB21L4",6085,6973,6906,4471
"CROCC2",9,6,12,3
"UICLM",0,1,0,0
"SNED1",638,628,680,469
"MTERF4",1911,2489,2034,1964
"PASK",2197,2429,2233,1889
"PPP1R7",4517,6516,5239,4915
"ANO7",81,86,69,72
"HDLBP",34969,46280,32093,30249
"SEPTIN2",13560,17873,13488,13476
"FARP2",1179,1459,1169,1030
"MIR3133",1,1,0,0
"STK25",4610,5829,5077,4055
"BOK",1794,2294,1989,1541
"THAP4",2521,3030,2564,2106
"ATG4B",5130,6358,6076,4715
"DTYMK",2055,2895,2605,1954
"ING5",1495,1876,1865,1430
"D2HGDH",1774,1922,2154,1535
"GAL3ST2",4,1,3,0
"LINC01237",11,23,13,10
"DEFB132",1,4,1,1
"C20orf96",600,773,737,696
"ZCCHC3",924,969,964,860
"NRSN2-AS1",119,174,176,174
"SOX12",2409,2685,2568,2042
"NRSN2",3047,3877,3251,2904
"TRIB3",6860,9462,7672,6068
"RBCK1",9377,10171,10833,7487
"TBC1D20",2796,3739,2681,2804
"CSNK2A1",6618,8732,6424,6384
"TCF15",0,0,2,0
"SRXN1",3771,4964,3319,3423
"SLC52A3",2180,2797,2134,2011
"FAM110A",1966,2460,2541,1630
"ANGPT4",35,30,22,36
"RSPO4",4,4,7,8
"PSMF1",4396,5916,4614,4175
"TMEM74B",224,291,297,273
"C20orf202",0,1,3,1
"RAD21L1",29,37,40,32
"SNPH",102,101,163,74
"SDCBP2",8,4,0,2
"SDCBP2-AS1",139,146,146,152
"FKBP1A",5461,7549,5535,5819
"NSFL1C",3277,4499,3271,3139
"SIRPB2",0,2,0,0
"SIRPB1",3,2,7,5
"SIRPA",164,238,169,175
"STK35",3739,4554,3509,3404
"TGM3",1,2,2,3
"TGM6",0,1,0,0
"SNRPB",8319,11242,10655,8100
"ZNF343",617,917,728,735
"TMC2",2,3,3,5
"NOP56",4926,6506,5115,5147
"SNORD110",30,40,25,33
"SNORA51",13,20,12,14
"SNORD56",15,23,10,13
"SNORD57",24,32,33,32
"IDH3B",4377,6105,4893,4329
"EBF4",200,219,256,187
"CPXM1",0,1,2,1
"C20orf141",0,0,1,0
"TMEM239",3,0,1,0
"PCED1A",1753,2075,1919,1546
"VPS16",2004,2543,2005,1790
"PTPRA",3621,4778,3538,3366
"GNRH2",19,28,14,17
"MRPS26",1837,2494,2562,1696
"UBOX5-AS1",26,26,27,30
"UBOX5",914,1183,936,814
"FASTKD5",971,1318,966,947
"LZTS3",385,427,453,294
"DDRGK1",2006,2825,2400,1667
"ITPA",1794,2353,2029,1846
"SLC4A11",1049,1312,1174,885
"DNAAF9",1076,1354,1054,1065
"ATRN",3648,4432,3026,3151
"GFRA4",0,2,1,0
"ADAM33",0,0,1,1
"SIGLEC1",2,4,2,3
"HSPA12B",5,2,8,5
"C20orf27",954,1093,1235,754
"SPEF1",7,8,11,9
"CENPB",6468,7778,7200,5261
"CDC25B",8150,11303,8418,7955
"AP5S1",594,837,601,503
"MAVS",10441,13311,9990,9917
"PANK2",922,1145,789,827
"RNF24",856,1141,766,825
"SMOX",92,137,98,83
"ADRA1D",0,0,1,0
"PRNP",1699,2287,1619,1739
"RASSF2",63,40,56,44
"SLC23A2",1636,1868,1574,1509
"TMEM230",2559,3430,2684,2747
"PCNA",4355,5458,4831,4208
"CDS2",2277,3204,2242,2232
"PROKR2",0,0,1,0
"LINC00658",0,0,1,0
"LINC00654",6,5,7,3
"GPCPD1",1494,1987,1505,1592
"SHLD1",94,120,94,100
"TRMT6",1023,1376,1009,966
"MCM8",1367,1666,1415,1258
"CRLS1",1232,1528,1219,1257
"LRRN4",2,4,0,2
"FERMT1",462,596,454,469
"BMP2",13,14,3,9
"TMX4",1009,1389,857,995
"PLCB1",471,567,416,433
"RNU105B",1,0,0,0
"PLCB4",3540,4255,3184,3423
"LAMP5-AS1",0,3,0,1
"LAMP5",1,0,0,1
"PAK5",7,1,4,2
"ANKEF1",1858,2578,1724,1766
"SNAP25",78,61,63,52
"MKKS",2777,3826,3026,2530
"SLX4IP",1279,1520,1143,1129
"JAG1",83,96,83,76
"BTBD3",2216,2863,2062,2209
"LINC01722",0,3,0,0
"SPTLC3",161,256,183,205
"ISM1",9,8,14,0
"TASP1",404,545,352,368
"ESF1",1090,1487,997,1056
"NDUFAF5",618,853,634,686
"SEL1L2",0,0,1,0
"MACROD2",230,326,240,206
"FLRT3",229,391,153,290
"MACROD2-IT1",2,0,1,1
"MACROD2-AS1",1,3,3,3
"KIF16B",3292,4573,3216,3186
"SNRPB2",2659,3773,3076,3013
"OTOR",31,46,44,39
"PCSK2",2,2,0,1
"BFSP1",552,806,575,561
"DSTN",41577,63156,43576,44571
"RRBP1",16550,19844,18631,13733
"BANF2",0,1,0,0
"SNX5",6797,9356,7152,7114
"SNORD17",48,63,46,53
"MGME1",3921,5067,4405,3987
"OVOL2",772,1001,888,767
"PET117",110,123,130,94
"KAT14",1684,2205,1581,1587
"ZNF133",2353,2911,2743,2474
"DZANK1",704,875,747,792
"POLR3F",1177,1534,1155,1197
"MIR3192",1,8,2,10
"RBBP9",1745,2249,1625,1671
"SEC23B",6214,8607,5349,5604
"SMIM26",1513,2157,1856,1694
"DTD1",1191,1675,1293,1246
"DTD1-AS1",0,3,0,0
"LCDR",29,25,34,36
"SLC24A3",3375,3909,3033,2889
"SLC24A3-AS1",8,10,4,13
"RIN2",1028,1361,856,878
"NAA20",7948,11490,9928,8782
"CRNKL1",3515,4629,3260,3380
"CFAP61",14,30,19,4
"INSM1",0,3,0,0
"RALGAPA2",3172,3739,2733,2671
"KIZ",351,418,363,315
"KIZ-AS1",9,11,2,6
"XRN2",4997,6846,4618,4564
"NKX2-2",14,26,18,10
"PAX1",37,54,19,28
"LINC00261",0,3,0,1
"FOXA2",6,4,1,5
"THBD",294,443,298,278
"CD93",2,2,0,0
"NXT1",925,1360,1150,1071
"LINC01431",45,52,57,56
"GZF1",1919,2236,1802,1844
"NAPB",903,1058,943,1051
"CST9L",1,0,0,0
"CST9",0,1,0,0
"CST3",5507,7427,6546,5477
"CST4",4,2,0,1
"CST2",0,1,0,1
"CST5",0,1,0,0
"GGTLC1",3,3,5,3
"SYNDIG1",0,0,1,1
"CST7",7,3,4,1
"APMAP",12953,18929,12978,12490
"ACSS1",536,566,439,406
"VSX1",37,41,57,46
"ENTPD6",10744,13911,11085,9635
"PYGB",10057,12916,9588,8664
"ABHD12",5421,7057,5722,5098
"GINS1",2092,2555,2169,2045
"NINL",301,303,341,269
"NANP",371,459,362,384
"ZNF337-AS1",183,194,172,183
"ZNF337",2697,3081,2801,2900
"LINC01733",0,1,0,0
"FAM182A",0,1,0,1
"REM1",0,0,2,1
"HM13",14192,19959,15061,13346
"MCTS2",268,357,263,280
"ID1",3793,5348,5416,3172
"MIR3193",4,2,2,0
"COX4I2",0,0,0,1
"BCL2L1",14077,20002,13749,13403
"TPX2",14191,19853,15658,14406
"MYLK2",97,128,128,106
"FOXS1",1,0,1,0
"DUSP15",10,14,21,14
"TTLL9",26,29,30,31
"PDRG1",2098,3480,2370,2069
"XKR7",0,1,0,0
"CCM2L",133,154,187,119
"HCK",2,2,0,2
"TM9SF4",11157,13736,9814,10385
"PLAGL2",1967,2441,1890,1878
"POFUT1",5230,6856,4820,4688
"KIF3B",7055,8919,6053,5985
"ASXL1",6710,8139,6828,6480
"NOL4L",2431,2981,2543,2232
"NOL4L-DT",0,0,2,1
"C20orf203",6,8,11,11
"COMMD7",4043,5802,4124,4250
"DNMT3B",1896,2226,2047,1965
"MAPRE1",10498,13922,9767,9874
"EFCAB8",28,47,38,44
"SUN5",0,1,0,0
"BPIFB2",3,5,2,1
"BPIFB4",0,2,2,2
"BPIFA2",11,24,4,9
"BPIFA4P",167,327,117,243
"BPIFA3",0,2,0,0
"BPIFA1",11,14,7,4
"BPIFB1",2757,4092,2328,2083
"CDK5RAP1",3183,4397,3385,3345
"SNTA1",1421,2091,1648,1338
"CBFA2T2",4312,5453,4438,4261
"NECAB3",5992,7320,7532,5002
"C20orf144",14,17,27,18
"ACTL10",270,304,338,168
"E2F1",8896,11039,10249,8100
"PXMP4",8189,12183,8330,8636
"ZNF341",890,1031,972,804
"ZNF341-AS1",46,67,45,54
"CHMP4B",14262,20135,15709,13295
"RALY-AS1",139,207,130,131
"RALY",16187,21785,18038,14490
"MIR4755",2,0,1,2
"EIF2S2",7064,9801,7942,6627
"ASIP",7,7,7,7
"AHCY",21203,29638,20226,19216
"ITCH",4884,5970,4243,4599
"MIR644A",1,0,1,1
"DYNLRB1",7217,10019,8326,7641
"MAP1LC3A",26,54,43,22
"PIGU",2983,3838,3024,2941
"TP53INP2",16134,23520,13299,13667
"NCOA6",6785,8304,6057,6244
"GGT7",1089,1302,1134,995
"ACSS2",4172,6514,3947,4283
"GSS",6463,9319,6906,6566
"MYH7B",150,148,176,145
"MIR499A",1,1,0,0
"TRPC4AP",10187,13057,9265,9079
"EDEM2",1630,2238,1736,1691
"PROCR",60,65,53,66
"MMP24",149,204,125,102
"MMP24OS",85,88,169,50
"EIF6",9728,14007,10085,10057
"FAM83C-AS1",1,3,4,5
"FAM83C",0,1,0,0
"UQCC1",2423,3310,2324,2384
"GDF5",0,4,0,1
"MIR1289-1",1,0,0,0
"CEP250",6168,7130,6603,5675
"C20orf173",0,2,1,2
"ERGIC3",13437,18186,12947,12865
"SPAG4",513,597,569,497
"CPNE1",8380,10547,8491,8304
"RBM12",4383,5464,3964,4176
"NFS1",4399,6066,4538,4394
"ROMO1",2920,3849,3967,2649
"RBM39",23444,27843,26693,24215
"PHF20",13065,16340,12373,12013
"SCAND1",1156,1354,1805,732
"CNBD2",12,12,16,4
"NORAD",15729,18604,14719,15435
"EPB41L1",8526,11364,8192,7704
"AAR2",4617,5929,4420,4341
"DLGAP4",7370,8466,7327,5912
"DLGAP4-AS1",4,4,2,5
"MYL9",55,84,55,54
"TGIF2",2405,2520,2490,2048
"RAB5IF",142,177,227,107
"SLA2",13,12,2,20
"NDRG3",4219,5738,4151,4203
"DSN1",3258,3965,3571,3427
"SOGA1",6039,6974,5527,4836
"TLDC2",652,509,619,601
"SAMHD1",1194,881,910,893
"RBL1",1710,1843,1710,1675
"MROH8",91,107,108,88
"RPN2",34770,47147,31829,32775
"GHRH",3,1,0,0
"MANBAL",2091,2901,2245,2014
"SRC",5895,7400,5842,5066
"BLCAP",5611,7364,5716,5790
"NNAT",74,74,92,70
"CTNNBL1",2804,3727,2814,2629
"VSTM2L",141,192,205,162
"TTI1",3969,4740,3915,3694
"RPRD1B",3488,4491,3259,3374
"TGM2",3,2,8,2
"KIAA1755",7,4,2,4
"BPI",331,499,355,363
"LBP",1036,1321,1069,1012
"SNHG17",1838,2327,2104,1812
"SNHG11",939,1324,1111,943
"RALGAPB",14602,18276,12553,13293
"MIR548O2",0,0,0,2
"ADIG",1,3,3,0
"ARHGAP40",1205,2222,1222,1644
"ACTR5",1256,1698,1364,1398
"PPP1R16B",0,1,2,2
"FAM83D",3453,4493,3257,3207
"DHX35",1254,1635,1259,1154
"MAFB",276,365,290,291
"TOP1",13096,16638,12832,12359
"PLCG1",17953,21665,18676,17899
"MIR6871",3,5,1,5
"ZHX3",3758,4661,3612,3570
"LPIN3",7283,9075,7022,7012
"EMILIN3",30,25,30,23
"CHD6",10649,12279,9926,10112
"PTPRT",167,208,142,142
"SRSF6",18288,23068,19941,18314
"L3MBTL1",371,398,428,437
"SGK2",90,74,83,88
"IFT52",2264,3169,2200,2099
"MYBL2",34003,43985,35354,31048
"GTSF1L",1,1,0,0
"TOX2",0,1,2,0
"JPH2",27,26,28,29
"OSER1",6136,8812,6341,6455
"OSER1-DT",577,866,558,577
"GDAP1L1",5,7,8,6
"FITM2",248,310,226,218
"HNF4A",1,1,0,0
"TTPAL",3550,4303,3225,3352
"SERINC3",11241,14882,8608,9600
"PKIG",691,989,877,631
"ADA",865,1319,1097,1019
"CCN5",151,203,135,102
"KCNK15",337,335,447,281
"RIMS4",1815,2237,1634,1494
"YWHAB",38472,52728,36436,37080
"PABPC1L",567,698,645,591
"TOMM34",4347,5914,4465,4423
"STK4-DT",39,72,50,48
"STK4",5167,6232,5047,5047
"KCNS1",4,3,2,5
"WFDC5",10,2,4,2
"WFDC12",2,2,1,0
"PI3",3,9,38,29
"SEMG2",0,2,0,0
"SLPI",764,1058,885,1000
"MATN4",33,40,38,20
"RBPJL",6,12,4,9
"SDC4",19668,28403,19082,21462
"SYS1",2324,3039,2296,2233
"TP53TG5",80,98,87,78
"DBNDD2",87,81,99,74
"PIGT",16205,21346,16155,14646
"MIR6812",2,3,5,4
"WFDC2",224,300,282,237
"EPPIN-WFDC6",0,0,0,1
"EPPIN",1,0,0,0
"WFDC11",0,0,0,1
"WFDC10B",1,2,2,0
"WFDC13",1,2,2,1
"SPINT4",1,0,0,0
"WFDC3",52,68,48,42
"DNTTIP1",2429,3564,2784,2610
"UBE2C",8092,10753,11209,8447
"TNNC2",3,8,3,6
"SNX21",1022,1328,1206,1021
"ACOT8",1355,1798,1527,1267
"ZSWIM3",493,648,453,528
"ZSWIM1",1366,1745,1459,1385
"SPATA25",43,43,44,40
"NEURL2",54,56,79,28
"CTSA",13599,18962,13846,12779
"PLTP",22,32,18,16
"PCIF1",3357,4396,3477,2999
"ZNF335",3800,4721,4023,3482
"MMP9",213,348,280,234
"SLC12A5",464,503,639,349
"NCOA5",3555,4450,3408,3269
"CD40",1,0,0,2
"SLC35C2",7026,9011,6984,6249
"ELMO2",6783,9149,6518,6686
"OCSTAMP",0,0,2,0
"SLC13A3",95,118,114,80
"TP53RK",1585,2088,1618,1660
"SLC2A10",8489,10435,7608,8136
"EYA2",305,477,290,302
"MIR3616",0,2,0,1
"ZMYND8",13581,18468,14507,13597
"NCOA3",10565,12567,8675,9551
"SULF2",2729,4172,2504,2665
"LINC00494",0,1,2,0
"PREX1",40447,43518,42444,30990
"ARFGEF2",15213,18095,12914,13895
"CSE1L-DT",1,2,2,3
"CSE1L",22756,29853,22161,22777
"STAU1",22817,29823,22071,20689
