"gene","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro"
"CBLN3",411,353,401,366,384,273
"CBLN4",0,0,0,0,1,0
"CBR1",7779,5666,5754,5403,5654,5687
"CBR1-AS1",5,5,2,9,10,5
"CBR3",1693,1278,1226,1253,1140,1115
"CBR3-AS1",171,113,126,121,125,109
"CBR4",6277,4596,5205,4593,4568,4643
"CBS",622,505,537,517,1148,503
"CBX1",44486,34393,34446,32727,31831,34158
"CBX2",3913,3271,3302,3096,3304,3083
"CBX3",39502,30932,30445,28487,27621,29631
"CBX3P2",38,36,29,28,41,19
"CBX4",5178,3825,4486,4027,3937,3832
"CBX5",58256,49624,51171,46731,48220,51407
"CBX6",30557,23755,26764,24868,26107,24575
"CBX7",2303,1825,2044,1972,2095,1785
"CBX8",1631,1160,1297,1139,1389,1272
"CBY1",5586,3958,4292,3990,4135,4130
"CBY2",12,2,7,3,8,4
"CBY3",2,3,2,3,2,1
"CC2D1A",8327,6326,7599,7083,7641,6497
"CC2D1B",11304,8923,9988,9110,9724,8813
"CC2D2A",2924,2284,2571,2344,2346,2246
"CC2D2B",31,15,27,18,14,25
"CCAR1",27600,22379,25586,22281,22019,22177
"CCAR2",27302,21399,23503,21728,22699,21605
"CCAT2",0,3,1,0,0,1
"CCBE1",2187,2259,1743,1631,1728,1696
"CCDC102A",2052,1430,1475,1473,1448,1481
"CCDC102B",146,114,114,89,115,110
"CCDC103",660,531,501,472,494,517
"CCDC105",0,0,0,0,0,0
"CCDC106",3178,2385,2568,2408,2557,2331
"CCDC107",158,142,122,145,116,122
"CCDC110",116,99,87,57,74,70
"CCDC112",1835,1446,1462,1381,1301,1392
"CCDC113",119,82,101,85,101,114
"CCDC115",7383,5570,5843,5427,5544,5594
"CCDC116",71,60,87,50,80,37
"CCDC117",17763,14374,15058,13854,13349,14214
"CCDC12",4560,3440,3417,3217,3310,3452
"CCDC120",2111,1622,1834,1658,1810,1569
"CCDC121",541,428,455,392,439,409
"CCDC122",1435,1079,1065,1061,903,982
"CCDC124",6392,4564,4912,4587,4971,4681
"CCDC125",21,30,20,29,24,31
"CCDC126",1958,1673,1600,1452,1410,1503
"CCDC127",5067,3942,4218,3784,3734,3917
"CCDC13",38,34,37,52,35,42
"CCDC13-AS1",0,0,0,0,0,0
"CCDC134",7278,5671,6843,6169,6353,6328
"CCDC136",1503,1324,1702,1395,1479,1209
"CCDC137",9250,6969,7549,6938,7240,7019
"CCDC138",4887,3850,3895,3688,3555,4028
"CCDC14",15024,11095,18183,14021,15051,11276
"CCDC140",0,0,0,0,0,0
"CCDC141",21,19,28,24,16,19
"CCDC142",2938,2325,2781,2473,2673,2269
"CCDC144A",6,7,6,7,8,6
"CCDC144BP",12,11,11,11,15,8
"CCDC144NL",24,23,16,16,9,9
"CCDC144NL-AS1",120,75,83,79,97,93
"CCDC146",529,614,491,431,497,451
"CCDC148",334,252,281,256,241,248
"CCDC148-AS1",1,1,1,0,1,3
"CCDC149",1996,1504,1590,1513,1510,1571
"CCDC15",2567,2147,2272,2135,2131,2102
"CCDC150",2204,1560,2467,1983,2085,1650
"CCDC152",5,9,8,10,10,5
"CCDC153",255,183,216,220,217,225
"CCDC154",46,47,80,55,84,37
"CCDC157",249,151,204,176,191,188
"CCDC158",50,47,34,40,44,23
"CCDC159",448,306,435,343,393,324
"CCDC160",1,3,5,3,2,1
"CCDC163",934,733,795,738,731,702
"CCDC166",0,0,0,0,0,0
"CCDC167",1937,1357,1337,1329,1336,1377
"CCDC168",61,78,70,51,52,62
"CCDC169",17,17,11,9,15,11
"CCDC169-SOHLH2",0,0,0,0,0,0
"CCDC17",197,118,232,166,169,128
"CCDC170",14,12,12,4,7,7
"CCDC171",908,724,770,692,797,727
"CCDC172",2,4,0,2,4,3
"CCDC174",4336,3375,3661,3386,3364,3532
"CCDC175",0,0,1,1,2,1
"CCDC177",12,5,3,7,4,7
"CCDC178",13,9,10,4,8,6
"CCDC179",1,1,3,2,1,0
"CCDC18",9139,7423,8217,7390,7059,7559
"CCDC180",0,0,0,0,0,0
"CCDC181",137,94,119,125,104,107
"CCDC182",0,0,0,0,0,0
"CCDC183",210,142,210,163,203,149
"CCDC183-AS1",524,455,562,471,532,423
"CCDC184",3,3,2,2,1,5
"CCDC185",47,27,43,42,40,42
"CCDC186",11075,9638,10185,9484,9276,10111
"CCDC187",10,8,9,9,13,3
"CCDC188",345,263,380,308,345,209
"CCDC190",93,97,66,71,61,59
"CCDC191",681,528,575,587,602,513
"CCDC196",0,5,1,2,0,0
"CCDC197",0,0,0,0,0,0
"CCDC198",1550,961,1398,1207,1230,1060
"CCDC200",34,24,60,41,51,27
"CCDC22",4701,3337,3835,3392,3703,3505
"CCDC24",1161,849,968,871,994,791
"CCDC25",11515,9157,9182,8748,8668,8940
"CCDC26",0,0,0,1,2,1
"CCDC27",3,2,3,4,1,7
"CCDC28A",4944,3698,3979,3567,3629,3633
"CCDC28A-AS1",108,69,88,71,69,74
"CCDC28B",1183,892,904,894,906,886
"CCDC3",41,23,35,21,14,26
"CCDC30",139,116,149,127,99,91
"CCDC32",4430,3398,3280,3260,3207,3253
"CCDC33",4,4,4,4,3,2
"CCDC34",5430,3916,3946,3859,3863,3876
"CCDC38",11,13,14,9,8,11
"CCDC39",697,576,993,779,785,557
"CCDC40",312,207,295,263,258,180
"CCDC42",1,4,1,3,3,2
"CCDC43",3347,2508,2749,2469,2488,2601
"CCDC47",33978,27473,27751,26148,25555,26931
"CCDC50",33986,26204,27414,25603,24580,25658
"CCDC51",6157,4788,4649,4224,4618,4513
"CCDC54",3,4,0,3,10,2
"CCDC57",1900,1495,2162,1700,1963,1461
"CCDC59",7286,5308,5387,5106,4935,5345
"CCDC6",17829,15448,14562,14128,13988,14578
"CCDC60",2,1,0,2,3,2
"CCDC61",680,452,623,483,537,454
"CCDC62",181,138,228,163,150,123
"CCDC63",13,7,5,10,7,5
"CCDC65",125,74,153,97,111,72
"CCDC66",3427,2687,3190,2826,2745,2591
"CCDC68",1279,1030,1040,938,927,928
"CCDC69",2179,1781,1852,1802,1759,1781
"CCDC7",535,378,494,402,407,406
"CCDC70",2,2,0,1,0,1
"CCDC71",4146,2974,3213,2991,3136,3032
"CCDC71L",2862,2017,2130,2109,1893,2007
"CCDC73",33,19,31,24,22,27
"CCDC74A",96,61,90,78,64,65
"CCDC74B",108,94,86,75,91,69
"CCDC77",5867,4495,5015,4415,4395,4447
"CCDC78",346,241,383,302,337,204
"CCDC8",10,8,10,10,10,10
"CCDC80",12653,11727,10600,10506,10935,10316
"CCDC81",73,62,72,51,72,45
"CCDC82",13497,11185,11523,10392,10317,10791
"CCDC83",0,0,0,0,2,1
"CCDC85A",518,414,446,367,381,374
"CCDC85B",8773,5410,5940,5659,5048,4994
"CCDC85C",8026,5361,6332,5825,6064,6014
"CCDC86",6336,4694,4944,4603,5086,4851
"CCDC87",85,52,82,77,79,57
"CCDC88A",25662,22566,24626,22527,22269,22658
"CCDC88B",369,253,279,297,261,234
"CCDC88C",2332,2085,2021,1975,2078,1936
"CCDC89",76,54,54,68,63,58
"CCDC9",3474,2802,2902,2773,2825,2608
"CCDC90B",7648,5793,5957,5652,5345,5675
"CCDC91",6904,5683,5710,5227,4960,5577
"CCDC92",106,73,86,89,176,61
"CCDC92B",0,0,0,0,1,0
"CCDC93",17654,15338,17180,15165,15471,14792
"CCDC96",446,260,322,324,245,348
"CCDC97",5599,4400,4861,4563,4728,4578
"CCDC9B",10155,7747,11144,9234,10566,7382
"CCER1",0,0,1,2,0,0
"CCER2",80,63,83,57,62,35
"CCHCR1",373,482,325,305,364,303
"CCIN",7,7,6,4,15,5
"CCK",45,24,33,29,28,35
"CCKAR",0,0,0,0,0,0
"CCKBR",2,0,0,0,0,0
"CCL1",0,1,0,0,1,0
"CCL11",83,45,50,48,60,53
"CCL13",0,0,0,0,0,0
"CCL14",0,0,0,0,0,0
"CCL15",0,0,0,0,0,0
"CCL16",0,0,0,0,0,0
"CCL17",0,0,0,0,1,2
"CCL18",0,0,0,0,0,0
"CCL19",0,0,1,0,0,0
"CCL2",2446,1081,1698,1747,1350,1517
"CCL20",178,141,115,109,82,113
"CCL21",0,0,0,0,0,0
"CCL22",1,1,0,0,1,0
"CCL23",0,0,0,0,0,0
"CCL24",0,1,0,0,1,0
"CCL25",2,1,3,1,0,2
"CCL26",169,117,110,102,98,119
"CCL27",9,5,13,4,8,9
"CCL28",8,10,7,9,12,17
"CCL3",0,0,0,0,0,0
"CCL3L1",0,0,0,0,0,0
"CCL3L3",0,0,0,0,0,0
"CCL4",0,0,0,0,0,0
"CCL4L2",0,0,0,0,0,0
"CCL5",2,2,0,1,1,1
"CCL7",273,126,220,207,171,183
"CCL8",2,0,1,0,0,0
"CCM2",7293,5379,5518,4924,5232,5303
"CCM2L",66,48,64,55,60,43
"CCN1",61676,40461,49650,46074,44888,43470
"CCN2",25254,17144,20457,20041,18591,18110
"CCN3",4574,2987,3389,3290,3173,3384
"CCN4",4,3,3,2,2,3
"CCN5",175,94,116,121,125,125
"CCN6",8,2,8,6,5,6
"CCNA1",3815,2831,2949,2993,2949,2872
"CCNA2",29320,22945,23114,21941,21201,22525
"CCNB1",42363,32078,32889,30129,30067,32254
"CCNB1IP1",12545,9544,9610,9141,8959,9215
"CCNB2",25087,19041,19669,18483,18798,19256
"CCNB3",78,57,69,67,88,56
"CCNC",18730,14367,14688,13610,13131,14007
"CCND1",15135,11559,12251,11766,11191,12145
"CCND2",128,70,97,66,78,88
"CCND2-AS1",0,0,2,0,0,0
"CCND3",13899,11054,10562,9817,10158,10360
"CCNDBP1",10556,8348,8473,7711,7856,7825
"CCNE1",1220,967,992,900,894,951
"CCNE2",17521,14566,14723,13400,12998,13735
"CCNF",12623,10171,11282,9698,10206,10016
"CCNG1",51367,39530,40393,37862,36883,38743
"CCNG2",17673,13595,14913,14172,13716,13973
"CCNH",5670,4157,4367,4171,4013,4179
"CCNI",59753,46406,48046,45530,44123,46155
"CCNI2",13,9,10,6,6,9
"CCNJ",6360,5141,5122,4747,4458,4846
"CCNJL",2881,2043,2303,2158,2235,2195
"CCNK",11515,9368,10360,9376,9443,9311
"CCNL1",12956,9425,15496,12553,12746,9471
"CCNL2",19950,14398,23040,18690,20196,14620
"CCNO",1227,876,1048,964,1121,891
"CCNP",7,12,10,9,12,8
"CCNQ",4190,3232,3142,2973,3065,3241
"CCNT1",15244,13378,13910,12738,12463,13378
"CCNT2",12133,9824,12075,10463,10321,9833
"CCNY",14073,11642,11078,10734,10498,10693
"CCNYL1",10770,8508,8628,8093,8100,8562
"CCNYL6",0,3,1,0,0,0
"CCP110",10332,8765,9229,8278,8457,8616
"CCPG1",2940,2196,2240,2052,2082,2138
"CCR1",3,2,2,1,5,5
"CCR10",401,294,278,262,339,275
"CCR2",0,0,0,0,0,1
"CCR3",1,1,1,0,0,2
"CCR4",53,31,44,37,23,23
"CCR5",2,0,1,2,1,1
"CCR6",25,15,30,18,20,17
"CCR7",125,78,136,83,96,82
"CCR8",0,0,0,0,0,0
"CCR9",3,1,1,1,0,2
"CCRL2",525,316,361,358,302,327
"CCS",2660,1770,2187,1990,2155,1786
"CCSAP",9745,8417,8619,7917,7775,8072
"CCSER1",56,42,52,35,41,41
"CCSER2",24255,19278,20420,19640,18950,19795
"CCT2",78091,59627,60254,55525,54996,59073
"CCT3",101784,78325,80203,75525,75839,78259
"CCT4",71121,53654,54079,51331,50724,53417
"CCT5",62955,47729,48702,45702,44663,47901
"CCT6A",66031,50406,51950,48410,45601,50616
"CCT6B",140,107,95,82,65,89
"CCT7",54867,42172,43150,40312,41044,42240
"CCT8",52199,39351,40477,37812,36122,39134
"CCT8L2",0,0,0,0,0,0
"CCZ1",1871,1407,1863,1285,1324,1439
"CCZ1B",1785,1479,1434,1670,1478,1404
"CD101",106,94,121,85,125,108
"CD101-AS1",64,31,53,34,37,48
"CD109",25731,27291,24069,22797,23093,23026
"CD109-AS1",85,69,74,54,77,73
"CD14",973,778,648,659,771,760
"CD151",55536,42047,42472,40699,41206,40926
"CD160",64,34,73,45,57,47
"CD163",21,56,20,18,31,23
"CD163L1",662,565,559,570,535,484
"CD164",104623,83314,83290,78588,75778,81232
"CD164L2",0,1,1,0,1,1
"CD177",48,25,36,21,22,30
"CD180",0,0,0,0,0,0
"CD19",1,0,0,1,0,0
"CD1A",21,16,14,15,12,9
"CD1B",0,0,0,0,0,0
"CD1C",0,0,0,0,0,0
"CD1D",414,347,351,336,328,342
"CD1E",0,0,0,0,0,0
"CD2",0,0,0,0,1,0
"CD200",921,824,820,720,725,688
"CD200R1",3,3,6,4,3,0
"CD200R1L",0,0,0,0,2,0
"CD207",12,9,20,10,15,11
"CD209",55,39,26,27,39,40
"CD22",29,17,23,20,20,28
"CD226",54,36,58,36,59,41
"CD24",44976,33340,33875,32303,33058,33324
"CD244",24,23,15,16,19,11
"CD247",10,4,5,8,2,5
"CD248",4,2,4,7,8,1
"CD27",26,21,40,24,38,10
"CD27-AS1",1133,797,1053,928,970,790
"CD274",5106,4169,4337,3897,3800,3811
"CD276",16747,12935,13368,12790,13057,12940
"CD28",2,1,2,2,1,0
"CD2AP",43923,35311,36611,34508,32551,35813
"CD2BP2",17541,13628,14175,13514,13524,13225
"CD300A",3,2,5,1,2,1
"CD300C",7,5,4,5,8,2
"CD300E",2,0,0,0,0,0
"CD300H",8,9,15,12,5,4
"CD300LB",0,0,0,0,0,0
"CD300LD",0,0,0,1,0,0
"CD300LD-AS1",1,0,0,0,1,1
"CD300LF",0,0,0,1,0,0
"CD300LG",4,6,3,1,2,0
"CD302",2,1,2,3,0,2
"CD320",8059,6069,6182,5694,6075,5948
"CD33",368,289,328,290,274,256
"CD34",3291,3966,2507,2598,2958,2669
"CD36",44,30,30,35,31,42
"CD37",242,189,308,244,281,143
"CD38",16,21,27,20,25,26
"CD3D",30,18,17,19,13,17
"CD3E",1,1,4,2,0,0
"CD3G",2,1,1,1,4,3
"CD4",58,28,54,51,61,35
"CD40",5796,4172,4723,4475,4383,4362
"CD40LG",0,0,0,1,0,0
"CD44",44691,32552,37039,34501,32214,35395
"CD44-DT",28,19,28,25,26,20
"CD46",60810,50047,52061,48226,46842,47973
"CD47",16377,12694,12838,12170,11589,12091
"CD48",3,1,3,2,0,3
"CD5",6,8,21,11,12,12
"CD52",5,4,3,2,0,0
"CD53",5,7,10,6,10,12
"CD55",9012,6834,7388,6507,6260,6857
"CD58",5351,4004,4139,3831,3625,3788
"CD59",50156,40756,38241,36816,35904,37994
"CD5L",3,4,1,2,0,0
"CD6",15,11,10,8,11,7
"CD63",50087,36496,37071,35573,35098,36196
"CD68",1689,1356,1524,1301,1303,1356
"CD69",49,21,45,39,47,39
"CD7",58,42,43,42,51,27
"CD70",23954,15366,16286,16553,17103,16507
"CD72",46,15,37,28,25,29
"CD74",89,59,46,55,58,59
"CD79A",12,8,7,7,10,7
"CD79B",11,6,10,13,14,8
"CD80",12,8,8,15,9,6
"CD81",32109,24140,24788,23533,24074,23330
"CD81-AS1",6,5,4,2,4,5
"CD82",8808,6799,7014,6592,6757,6780
"CD83",3084,2037,2328,2119,2111,2114
"CD84",1,5,3,4,3,2
"CD86",8,5,6,7,6,7
"CD8A",66,39,51,43,49,47
"CD8B",44,30,30,32,30,18
"CD9",16144,12869,11984,11876,11946,11817
"CD93",6,8,5,4,2,6
"CD96",22,21,21,21,13,16
"CD99",534,400,427,756,1174,145
"CD99L2",15641,12423,12672,11902,12532,12565
"CD99P1",8,4,5,16,2,26
"CDA",5201,3448,3753,3463,3606,3784
"CDADC1",1987,1651,1730,1624,1524,1564
"CDAN1",7216,5539,6667,5790,6257,5918
"CDC123",13459,10318,10230,9693,9652,10098
"CDC14A",1694,1325,1473,1459,1344,1393
"CDC14B",4450,3731,3772,3574,3540,3611
"CDC14C",13,11,6,5,6,5
"CDC16",17006,13250,13932,12882,12502,12748
"CDC20",30338,23203,24741,22707,23408,22468
"CDC20B",14,4,9,10,12,5
"CDC23",11601,9079,9715,8942,8842,8852
"CDC25A",9235,7517,7796,7078,7052,7294
"CDC25B",21806,16945,18849,17417,18271,16837
"CDC25C",4178,3300,3422,3310,3345,3362
"CDC26",1432,1005,1020,986,939,1011
"CDC27",40550,33680,34366,32105,30926,33053
"CDC34",9075,6748,6756,6719,6920,6718
"CDC37",30808,22377,25003,23057,24136,23127
"CDC37L1",3224,2426,2604,2351,2347,2531
"CDC40",7165,5949,6033,5699,5513,5985
"CDC42",56616,44875,43492,41169,40059,42198
"CDC42BPA",19206,17335,17820,16629,16831,17285
"CDC42BPB",32856,26949,29301,26815,28038,27510
"CDC42BPG",1673,1274,1421,1419,1562,1282
"CDC42EP1",9029,6245,7053,7043,7037,6634
"CDC42EP2",3244,2430,2397,2381,2391,2333
"CDC42EP3",38156,33114,29907,28283,28038,28637
"CDC42EP4",8946,6993,7349,6941,7294,7095
"CDC42EP5",1,0,0,1,0,0
"CDC42SE1",16433,13325,14863,13112,13277,12772
"CDC42SE2",6125,5084,4981,4656,4531,4891
"CDC45",18003,13620,14602,13653,13619,13094
"CDC5L",30752,25182,25257,23544,23060,24751
"CDC6",37274,28722,29373,27657,27236,28714
"CDC7",13753,10940,11896,10671,10590,10671
"CDC73",19462,15869,16568,15287,14604,15787
"CDCA2",16192,12936,13490,12131,12315,13291
"CDCA3",8808,6689,7979,7010,7471,6473
"CDCA4",10925,8148,8196,7646,8123,8361
"CDCA5",27016,21035,22080,19859,21100,21330
"CDCA7",13223,9920,11218,10362,10423,9804
"CDCA7L",8128,6526,6795,5931,6332,6484
"CDCA8",23519,18710,19241,17962,17863,18114
"CDCP1",17273,13981,15305,14531,14053,14563
"CDCP2",6,3,7,8,3,3
"CDH1",585,386,493,414,422,385
"CDH10",465,369,373,341,363,327
"CDH11",7,6,4,8,4,2
"CDH12",4257,3376,3629,3340,3128,3302
"CDH13",19054,15654,16412,14997,14944,15277
"CDH13-AS2",2,5,3,3,7,9
"CDH15",8,3,2,5,9,4
"CDH16",468,578,368,392,451,385
"CDH17",18,8,11,8,11,15
"CDH18",140,97,111,106,98,88
"CDH19",28,9,15,13,3,8
"CDH2",31844,25373,26682,25627,24897,25821
"CDH20",6,1,2,2,1,1
"CDH22",1,3,2,3,0,8
"CDH23",21,13,14,15,13,12
"CDH24",11858,8901,11231,9722,10329,8940
"CDH26",95,62,115,91,99,74
"CDH3",3896,2766,3274,3077,3134,2856
"CDH4",318,298,280,288,277,307
"CDH5",2544,1753,2056,2050,1940,1991
"CDH6",5423,3100,4156,4160,4282,4424
"CDH7",31,22,25,20,24,16
"CDH8",214,156,195,203,198,188
"CDH9",2,0,1,0,1,0
"CDHR1",2474,2316,2474,2333,2624,1913
"CDHR2",103,69,104,81,61,85
"CDHR3",41,40,29,27,31,41
"CDHR4",47,25,54,49,41,21
"CDHR5",0,0,0,0,0,0
"CDIN1",3278,2572,2730,2562,2435,2629
"CDIP1",53,38,55,33,32,46
"CDIPT",14026,10333,10783,10164,10478,10079
"CDIPTOSP",49,42,29,37,44,28
"CDK1",58043,44796,45873,42382,40877,43015
"CDK10",6414,4546,6752,5550,6022,4575
"CDK11A",4369,3123,3984,3616,3611,3163
"CDK11B",9817,7671,8705,8013,8182,7701
"CDK12",29617,25115,27900,24751,24734,25422
"CDK13",12025,9783,10750,9678,9449,9770
"CDK14",6099,5166,5223,4850,4932,4940
"CDK15",2796,2404,2386,2137,2317,2214
"CDK16",30318,23029,25932,23905,23890,22454
"CDK17",10788,8798,9477,8677,8389,8504
"CDK18",2146,1592,2076,1833,1903,1668
"CDK19",8410,7361,7216,6874,6776,6869
"CDK2",26484,19716,21768,19849,20547,19884
"CDK20",1395,993,1222,1049,1088,971
"CDK2AP1",27432,20938,20809,19732,19388,20026
"CDK2AP2",8220,5746,6211,5939,6142,5922
"CDK3",0,0,0,0,0,0
"CDK4",44800,33105,33905,32178,32721,32855
"CDK5",3447,2510,2687,2406,2472,2485
"CDK5R1",2186,2213,1864,1664,1789,1817
"CDK5R2",10,11,15,9,5,15
"CDK5RAP1",10079,8014,8677,7894,8292,7738
"CDK5RAP2",13897,12206,13413,12114,12420,12085
"CDK5RAP3",14355,10572,13967,12326,12657,10517
"CDK6",14968,12063,13633,12530,12436,13196
"CDK6-AS1",39,17,22,20,26,24
"CDK7",13,212,16,10,9,11
"CDK8",8173,6515,6624,6329,5992,6275
"CDK9",8343,5938,6450,6308,6137,5911
"CDKAL1",4395,3481,3764,3540,3505,3413
"CDKL1",1212,884,954,867,938,859
"CDKL2",1223,972,903,889,868,903
"CDKL3",279,217,281,214,243,204
"CDKL4",10,9,14,6,11,4
"CDKL5",623,826,719,657,755,734
"CDKN1A",38357,30099,32159,29032,29725,29675
"CDKN1B",23689,17703,19255,17680,17716,18199
"CDKN1C",0,0,0,0,0,1
"CDKN2A",24526,16898,16915,16734,16521,15994
"CDKN2AIP",2749,2255,2190,1998,2024,2290
"CDKN2AIPNL",2409,1780,1883,1728,1898,1873
"CDKN2B",5571,3648,4801,4341,4165,3994
"CDKN2B-AS1",511,390,534,492,514,441
"CDKN2C",21846,15693,16776,15820,16248,15808
"CDKN2D",2366,1856,1923,1709,1849,1660
"CDKN3",9270,6787,6916,6502,6333,6750
"CDNF",80,71,81,63,59,53
"CDO1",95,52,69,62,64,60
"CDON",881,801,806,711,726,771
"CDPF1",1816,1341,1505,1355,1424,1344
"CDR2",10563,8082,8235,7622,7734,8149
"CDR2L",4419,3885,3554,3284,3276,3229
"CDRT15",9,8,12,11,8,6
"CDRT15L2",0,0,0,0,0,0
"CDRT15P3",1,0,1,1,0,1
"CDRT4",0,1,1,0,0,3
"CDRT7",0,0,0,0,0,0
"CDS1",1086,789,880,795,846,817
"CDS2",13285,11487,11282,10468,10339,10524
"CDSN",82,78,50,68,48,50
"CDT1",9069,6975,7378,6715,7574,6950
"CDV3",59370,49254,47009,44133,43185,46340
"CDX1",1,0,2,1,1,1
"CDX2",4,1,3,4,0,1
"CDX4",0,0,0,0,0,0
"CDY1",0,0,0,0,0,0
"CDY1B",0,0,0,0,0,0
"CDY2A",0,0,0,0,0,0
"CDY2B",0,0,0,0,0,0
"CDYL",8517,6789,6905,6381,6384,6865
"CDYL2",4728,4833,4211,3875,3868,4163
"CEACAM1",1146,894,1018,1016,886,887
"CEACAM16",1,1,0,0,1,0
"CEACAM18",0,0,0,0,0,0
"CEACAM19",581,426,691,525,629,416
"CEACAM20",21,13,22,20,14,8
"CEACAM21",0,0,0,0,0,0
"CEACAM22P",59,23,59,51,54,35
"CEACAM3",0,0,0,0,0,0
"CEACAM4",0,0,0,0,0,0
"CEACAM5",0,0,2,0,0,0
"CEACAM6",0,1,0,2,1,0
"CEACAM7",0,0,0,0,0,0
"CEACAM8",1,2,3,1,1,0
"CEACAMP10",27,15,11,16,19,24
"CEBPA",516,342,408,377,379,358
"CEBPA-DT",31,20,31,32,38,22
"CEBPB",5240,4140,3698,3776,3317,3428
"CEBPD",2372,1861,1667,1630,1482,1507
"CEBPE",1,2,1,0,3,2
"CEBPG",12493,9995,10249,9449,8984,9834
"CEBPZ",24466,19421,19960,18582,18088,20025
"CEBPZOS",7632,5094,5381,4755,4791,4925
"CECR2",2587,2205,2748,2378,2445,2336
"CECR3",0,0,0,0,0,0
"CEL",125,103,155,108,126,86
"CELA1",0,5,3,2,1,3
"CELA2A",1,0,1,1,0,0
"CELA2B",10,8,8,10,8,12
"CELA3A",0,0,2,0,0,0
"CELA3B",0,0,0,0,0,1
"CELF1",28853,24033,25649,23620,24429,23681
"CELF2",17,8,19,18,14,15
"CELF2-AS1",0,0,0,0,0,0
"CELF3",20,14,31,19,13,6
"CELF4",21,16,14,12,14,12
"CELF5",103,49,79,62,75,67
"CELF6",114,49,118,102,95,65
"CELSR1",5563,5069,5244,4690,4944,5000
"CELSR2",15012,12634,15292,14108,14474,13484
"CELSR3",9285,8319,9821,8604,9375,8352
"CEMIP",1937,1378,1756,1752,1517,1561
"CEMIP2",30762,28435,27370,25968,26331,26183
"CEMP1",653,434,636,520,576,452
"CENATAC",1900,1342,1824,1451,1617,1373
"CEND1",56,38,62,28,50,30
"CENPA",9323,6950,7069,6446,6314,6893
"CENPB",16361,12574,12151,11891,12509,12500
"CENPBD1P",1446,997,1051,996,1061,1091
"CENPBD2P",4799,3833,3808,3700,3827,3946
"CENPC",4494,3594,4160,3645,3734,3589
"CENPE",28516,25380,26253,23485,23436,25636
"CENPF",53662,50541,52099,47865,48070,51864
"CENPH",4562,3558,3507,3440,3223,3512
"CENPI",11782,9946,10150,9523,9465,9182
"CENPJ",7889,6460,8297,6983,7178,6224
"CENPK",8561,6560,6936,6480,6115,6585
"CENPL",5193,4291,4067,3777,3810,4036
"CENPM",5610,3946,4087,3818,4204,4150
"CENPN",23795,17127,17410,15831,15949,17056
"CENPO",11483,9049,9777,8778,9151,8879
"CENPP",1192,957,965,897,929,947
"CENPQ",8063,6204,6556,5946,5702,6195
"CENPS",1275,919,898,847,819,951
"CENPS-CORT",0,0,0,0,0,0
"CENPT",6675,4929,6474,5540,6181,4779
"CENPU",8977,6941,7258,6566,6490,6895
"CENPV",5128,3862,3800,3716,3508,3510
"CENPVL1",0,0,0,0,0,0
"CENPVL2",0,0,0,0,0,0
"CENPW",5539,4151,4174,3949,3854,4245
"CENPX",8087,5805,5798,5739,6010,5881
"CEP104",10313,8371,9050,8341,8481,8469
"CEP112",2230,1831,1821,1673,1705,1843
"CEP120",5875,4856,5129,4940,4672,4973
"CEP126",1192,986,1145,1035,1033,1042
"CEP128",4419,3514,3963,3691,3599,3609
"CEP131",5508,4091,5007,4397,4893,4367
"CEP135",5338,4492,5242,4676,4483,4396
"CEP152",5589,4692,5686,4948,5079,4825
"CEP162",4678,3762,4174,3793,3687,3786
"CEP164",6579,5434,6354,5523,6002,5427
"CEP170",326,100,107,66,54,72
"CEP170B",16121,13269,15508,13495,15162,13250
"CEP19",1966,1585,1627,1483,1453,1517
"CEP192",9478,8172,9331,8269,8322,8100
"CEP20",573,358,439,407,662,441
"CEP250",14351,12512,14186,12502,12829,12713
"CEP290",8035,7159,7790,7020,6835,6958
"CEP295",9960,8464,10120,8994,8706,8555
"CEP295NL",51,35,42,37,38,38
"CEP350",14012,13626,13915,12918,12781,13194
"CEP41",2817,2353,2370,2219,2302,2259
"CEP43",5748,4419,4762,4452,4422,4224
"CEP44",1969,1609,1850,1670,1564,1620
"CEP55",39629,32066,31304,29330,28534,30778
"CEP57",15515,12526,12603,11845,11658,11938
"CEP57L1",4094,3453,3618,3115,3180,3201
"CEP63",5599,4404,4590,4236,4159,4468
"CEP68",5070,4150,4501,4177,4346,4213
"CEP70",4944,4018,4076,3744,3734,3909
"CEP72",2130,1777,2050,1829,2003,1736
"CEP76",3224,2449,2562,2422,2272,2383
"CEP78",11860,9272,9740,8866,8754,9016
"CEP83",3829,2807,3758,3338,3260,2969
"CEP83-DT",173,138,163,140,159,139
"CEP85",9192,7460,8877,7571,7748,7403
"CEP85L",3040,2461,3022,2625,2459,2552
"CEP89",2511,2149,2094,1988,2075,1977
"CEP95",5385,4164,5025,4508,4563,4055
"CEP97",11402,9015,9912,9105,9087,9453
"CEPT1",5936,4694,4848,4444,4446,4556
"CER1",0,0,0,0,0,1
"CERCAM",14179,10655,11465,10531,11201,10602
"CERK",6810,5498,5708,5146,5319,5451
"CERKL",106,90,75,76,81,93
"CERS1",292,203,245,224,200,195
"CERS2",34054,26414,27704,25741,25648,26166
"CERS3",1,1,0,2,0,4
"CERS4",2996,2491,2320,2304,2361,2179
"CERS5",8565,6692,6953,6486,6422,6410
"CERS6",10506,9972,9721,9095,8891,9509
"CERS6-AS1",0,0,0,0,0,0
